ID,Address,Rooms,Type,Price,Date,Bathroom,Car,Landsize,Age,Lattitude,Longtitude
ID140280461,9 Pearce St,3,h,955000.0,16/04/2016,1.0,1.0,202.0,139.0,-37.8196,144.8839
ID397586714,5 Ballater St,5,h,1756000.0,17/09/2016,2.0,5.0,963.0,69.0,-37.7501,144.9048
ID956573078,15 Alma St,4,h,1550000.0,28/08/2016,2.0,4.0,848.0,49.0,-37.8847,145.076
ID490427481,50 Bamfield St,4,h,2700000.0,9/09/2017,2.0,1.0,722.0,129.0,-37.94804,145.00756
ID422846797,8 Watchtower Rd,3,h,675000.0,4/02/2016,1.0,2.0,142.0,14.0,-37.7382,144.97299999999996
ID545578488,2/61 Orient Av,3,u,907800.0,26/08/2017,2.0,2.0,309.0,14.0,-37.82653,145.20261000000005
ID701965482,110 Atkinson St,4,h,1840000.0,29/04/2017,2.0,2.0,598.0,119.0,-37.898,145.0928
ID992654739,27 The Avenue,4,h,1751000.0,17/06/2017,3.0,2.0,564.0,69.0,-37.73666,144.87725
ID993070721,20 Watt St,3,h,965000.0,26/08/2017,1.0,2.0,478.0,5.0,-37.82815,144.87395
ID654644055,22 Warrick Ct,4,h,1600000.0,10/12/2016,3.0,3.0,1801.0,49.0,-37.7532,144.8766
ID208901696,45 Muriel St,3,h,1230000.0,12/08/2017,2.0,1.0,324.0,3.0,-37.7431,144.88721999999999
ID949376454,5 Clarke Dr,5,h,660000.0,17/06/2017,2.0,1.0,536.0,44.0,-37.6852,144.89853
ID574963238,5/125 Locksley Rd,2,u,460000.0,16/04/2016,0.0,0.0,0.0,29.0,-37.7662,145.0516
ID175793745,28 Ray St,4,h,583000.0,15/07/2017,1.0,2.0,757.0,49.0,-37.97369000000001,145.19714
ID773436345,1/3 Steele St,2,u,536000.0,24/09/2016,1.0,1.0,0.0,59.0,-37.8713,145.0515
ID583633684,2/26 Wicklow St,3,u,940000.0,23/04/2016,2.0,1.0,382.0,21.0,-37.9061,145.0478
ID671641555,68 Wilmoth St,2,h,1100000.0,29/04/2017,1.0,1.0,330.0,89.0,-37.7629,145.0165
ID180966505,13 Shaftsbury St,4,h,1742000.0,15/10/2016,2.0,4.0,482.0,13.0,-37.7529,144.9534
ID477809135,7A Downland Sq,4,h,773000.0,24/06/2017,2.0,2.0,344.0,15.0,-37.75861,144.86687
ID554249392,3 Medina Rd,3,h,735000.0,1/07/2017,2.0,2.0,749.0,40.0,-37.723209999999995,144.80882
ID224258908,24 Sycamore Rd,4,h,830000.0,9/09/2017,1.0,4.0,600.0,34.0,-38.16475,145.1345
ID406487107,11 Wunnamurra Dr,3,h,933000.0,16/09/2017,1.0,2.0,613.0,29.0,-37.7349,144.86225
ID912163070,9 Lyric St,4,h,1117000.0,25/02/2017,3.0,2.0,325.0,14.0,-37.7822,144.8922
ID230403498,43 Mayston St,3,h,1625000.0,22/05/2016,1.0,3.0,372.0,64.0,-37.8267,145.054
ID158136264,101 Evell St,3,h,690000.0,13/05/2017,1.0,2.0,650.0,69.0,-37.699,144.9421
ID768717685,6/25 River St,2,u,795250.0,3/09/2016,1.0,2.0,0.0,22.0,-37.8164,145.0136
ID654120517,70 Anderson St,3,h,1262000.0,16/09/2017,2.0,2.0,343.0,39.0,-37.844609999999996,144.87515
ID720622530,67 Hurtle St,3,h,1180000.0,17/09/2016,2.0,2.0,617.0,89.0,-37.7742,144.906
ID821085770,8 Cloverdale Rd,5,h,2180000.0,24/06/2017,3.0,2.0,595.0,59.0,-37.85775,145.07196000000005
ID327585517,31 Chappell Pl,4,h,981000.0,19/08/2017,2.0,2.0,633.0,39.0,-37.7393,144.86338999999995
ID253270354,5 Rubens Ct,4,h,1035000.0,27/05/2017,2.0,2.0,702.0,7.0,-37.91075,145.18758
ID407223038,40 Hodder St,3,h,1635000.0,13/05/2017,1.0,1.0,597.0,94.0,-37.9064,145.0229
ID250929828,5 Railway Pl,3,h,1010000.0,12/11/2016,2.0,2.0,250.0,16.0,-37.8667,144.903
ID341837929,5 Stanley St,3,h,1465000.0,10/09/2016,1.0,2.0,630.0,59.0,-37.7635,145.039
ID384496297,16 Stennis St,4,h,955000.0,4/03/2017,2.0,2.0,686.0,69.0,-37.731,144.9486
ID329603973,10A Head St,3,h,1380000.0,8/04/2017,2.0,1.0,548.0,3.0,-37.8021,145.0637
ID584682029,5/185 Brunswick Rd,4,t,860000.0,7/05/2016,2.0,1.0,95.0,139.0,-37.7772,144.9653
ID291518862,20 Penn Ct,3,h,662000.0,7/05/2016,2.0,2.0,620.0,59.0,-37.7034,144.9663
ID937288912,12/440 Stud Rd,3,u,622000.0,15/07/2017,1.0,1.0,137.0,7.0,-37.87615,145.23192
ID903750122,88 Victoria St,3,h,875000.0,18/03/2017,1.0,0.0,262.0,39.0,-37.8022,144.8924
ID753055161,2/13 Fenacre St,3,h,622500.0,16/07/2016,2.0,2.0,254.0,15.0,-37.7302,144.9167
ID838010622,18 Normanby Rd,3,h,930000.0,16/04/2016,1.0,2.0,588.0,59.0,-37.9286,145.069
ID957643730,16 Clauscen St,4,h,1280000.0,12/11/2016,2.0,2.0,681.0,49.0,-37.7646,145.1167
ID614022875,31 Molesworth St,3,h,2200000.0,17/06/2017,2.0,2.0,142.0,19.0,-37.84961,145.01113
ID581664696,30 Cedar St,2,h,1001000.0,26/07/2016,2.0,1.0,255.0,129.0,-37.8887,145.0207
ID246019413,22 Bayview St,3,t,1460000.0,10/12/2016,2.0,2.0,506.0,9.0,-37.8658,144.8857
ID508370104,27 Earl St,3,h,1410000.0,24/09/2016,1.0,1.0,519.0,27.0,-37.796,145.0377
ID611675766,9 Baird St,4,h,2720000.0,24/06/2017,3.0,2.0,792.0,28.0,-37.92882,145.01109
ID820336786,4/167 Murrumbeena Rd,1,u,331000.0,18/03/2017,1.0,1.0,0.0,99.0,-37.8961,145.0651
ID278000388,5/10 Elaine Ct,2,u,807000.0,27/11/2016,2.0,2.0,0.0,19.0,-37.8128,145.0139
ID407182571,2/36 Selwyn St,3,u,600000.0,27/05/2017,2.0,2.0,247.0,6.0,-37.779759999999996,144.81559
ID698372335,5/36 King St,2,u,395000.0,18/03/2017,1.0,1.0,0.0,44.0,-37.7461,144.9058
ID305753384,22 Watersedge Cl,4,h,1040000.0,15/07/2017,2.0,2.0,633.0,44.0,-37.88214,145.25058
ID551297313,81 Carter St,2,h,1335000.0,8/04/2017,1.0,1.0,107.0,119.0,-37.8468,144.9612
ID232649445,915 Park St,3,h,1172000.0,12/11/2016,1.0,2.0,512.0,17.0,-37.7758,144.9435
ID955766583,36 Southampton St,2,h,910000.0,17/06/2017,1.0,0.0,312.0,131.0,-37.79592,144.88595
ID941849360,16/116 Arthurton Rd,2,u,418000.0,7/05/2016,1.0,1.0,1882.0,8.0,-37.768,144.9895
ID494701569,61 Durham Rd,5,h,2100000.0,17/09/2016,4.0,3.0,827.0,49.0,-37.8323,145.0904
ID734798423,69 Aberfeldie St,4,h,1780000.0,4/03/2017,3.0,2.0,615.0,99.0,-37.7617,144.9052
ID743207031,68 Thompson St,3,h,680000.0,6/08/2016,1.0,2.0,570.0,49.0,-37.7591,144.8542
ID888703992,18 Fitzgerald St,4,h,3180000.0,10/12/2016,3.0,4.0,1148.0,59.0,-37.8088,145.0991
ID746085560,43 Kingsley Rd,3,h,865000.0,10/09/2016,1.0,3.0,560.0,69.0,-37.721,144.9885
ID553368318,15 Grandison St,1,h,1425500.0,8/07/2017,1.0,1.0,552.0,39.0,-37.76075,144.91926999999995
ID514607302,5 Gwelo St,3,h,935000.0,27/11/2016,2.0,3.0,466.0,79.0,-37.8019,144.8663
ID884526501,2 Pembroke Rd,3,h,2950000.0,28/05/2016,2.0,2.0,650.0,10.0,-37.8167,145.0797
ID915179153,17 Cityview Rd,5,h,1940000.0,27/05/2017,2.0,1.0,629.0,79.0,-37.79238,145.07841000000005
ID871841441,167 Victoria Dr,3,h,740000.0,3/06/2017,2.0,2.0,545.0,36.0,-37.68403,144.99246000000005
ID545047269,4 Vine Gr,4,h,1830000.0,10/09/2016,2.0,2.0,687.0,36.0,-37.8931,145.0479
ID744059961,8 Pescott Cl,4,t,1270000.0,18/06/2016,2.0,2.0,399.0,14.0,-37.8597,145.1084
ID355809594,124 Rathcown Rd,2,h,680000.0,27/06/2016,1.0,1.0,750.0,59.0,-37.7089,145.0192
ID247425638,175 Douglas Pde,3,h,1360000.0,22/05/2016,1.0,1.0,477.0,89.0,-37.8516,144.8949
ID430233025,43 Molesworth St,4,h,800000.0,8/07/2017,2.0,0.0,1151.0,50.0,-38.11336,145.15035
ID771854967,984 Lygon St,2,h,1150000.0,24/09/2016,1.0,2.0,373.0,49.0,-37.7828,144.9702
ID297721301,6 Wynnstay Rd,3,h,1240000.0,4/03/2017,1.0,0.0,223.0,74.0,-37.8527,145.0088
ID724061812,1/38 Donald St,2,t,1540000.0,22/05/2016,2.0,1.0,113.0,74.0,-37.8481,144.9869
ID670739280,15 Charles St,2,h,1950000.0,22/07/2017,1.0,1.0,858.0,20.0,-37.82559000000001,145.11236
ID455888000,55 Livingstone St,4,h,1650000.0,8/04/2017,2.0,1.0,589.0,109.0,-37.7671,145.037
ID766433985,58 Teddington Rd,3,h,1320000.0,18/06/2016,2.0,2.0,320.0,49.0,-37.9364,145.02100000000004
ID691613983,6/86 Heller St,2,u,537000.0,22/08/2016,1.0,1.0,501.0,59.0,-37.7741,144.9449
ID987529784,6 Prefect St,4,h,1715000.0,18/06/2016,3.0,2.0,650.0,18.0,-37.7363,144.9208
ID757049278,12 Borrie St,3,h,703000.0,18/06/2016,2.0,1.0,597.0,59.0,-37.7066,145.0203
ID168574055,40 Grove Rd,4,h,548000.0,12/08/2017,2.0,2.0,400.0,9.0,-37.5951,144.9091
ID403025143,35 May St,2,h,610000.0,24/09/2016,1.0,2.0,691.0,11.0,-37.834,144.8553
ID226593760,47 Charles St,3,h,1600000.0,22/05/2016,2.0,1.0,261.0,139.0,-37.803000000000004,144.9806
ID669218339,8/3 Kooyongkoot Rd,2,u,450000.0,1/07/2017,1.0,1.0,2338.0,79.0,-37.83032,145.03898999999996
ID647289085,99 Merton St,3,h,1900000.0,27/05/2017,1.0,1.0,186.0,129.0,-37.84431,144.95532
ID998464649,10 Tyler St,3,h,550000.0,8/10/2016,2.0,1.0,164.0,69.0,-37.7335,145.0374
ID567617959,2/619 Toorak Rd,2,u,1010000.0,8/04/2017,2.0,2.0,586.0,29.0,-37.8427,145.0236
ID313898745,36/86 Burnley St,2,u,550000.0,6/08/2016,1.0,2.0,0.0,19.0,-37.815,145.0089
ID896175967,11 Asquith St,4,h,750000.0,3/09/2017,1.0,6.0,953.0,119.0,-37.69693,145.0079
ID149097934,77 Fraser Av,3,h,837000.0,23/09/2017,1.0,1.0,441.0,49.0,-38.03804,145.11728
ID601091811,2 Burge Cr,4,h,650000.0,22/07/2017,2.0,2.0,680.0,34.0,-37.86821,144.69566
ID201789692,5/118 Miller St,2,h,650000.0,28/08/2016,1.0,1.0,0.0,39.0,-37.777,144.9838
ID796925513,17 Hamilton St,5,h,3028000.0,18/03/2017,5.0,4.0,696.0,89.0,-37.7974,145.0491
ID951056437,19 Anselm Gr,3,h,815000.0,3/09/2017,1.0,1.0,697.0,89.0,-37.70239,144.91289
ID175766527,61 Weatherall Rd,4,h,1500000.0,24/06/2017,2.0,3.0,724.0,54.0,-37.97076,145.04186
ID395197142,124 Victoria St,3,h,2478000.0,19/08/2017,2.0,1.0,205.0,134.0,-37.79933,144.97932
ID664075171,14 Herbert St,3,h,585000.0,17/09/2016,1.0,2.0,322.0,7.0,-37.7686,144.8576
ID831586509,5/8 Murray St,2,u,500000.0,16/07/2016,1.0,1.0,0.0,49.0,-37.7595,144.9436
ID449830509,15/104 Rowena Pde,1,u,355000.0,24/06/2017,1.0,0.0,1082.0,49.0,-37.8211,144.99549
ID554238722,41 Dunstan Pde,3,h,1305000.0,22/05/2016,2.0,2.0,303.0,12.0,-37.8369,144.9183
ID430662129,2/25 El Nido Gr,2,t,707000.0,13/08/2016,1.0,1.0,144.0,19.0,-37.891999999999996,145.0482
ID133247978,88 Chirnside St,1,h,750000.0,15/10/2016,1.0,0.0,272.0,119.0,-37.8086,144.8824
ID415680891,10 Whyte St,4,h,2385000.0,27/05/2017,3.0,2.0,373.0,39.0,-37.92465,144.9992
ID162783981,9 Pitt St,4,h,1950000.0,28/05/2016,2.0,2.0,844.0,79.0,-37.8715,145.0688
ID889630566,30 Lorgrove Ct,4,h,1600000.0,29/04/2017,3.0,3.0,857.0,59.0,-37.7619,144.866
ID365728739,2/21 Gisborne St,2,h,1160000.0,12/11/2016,2.0,2.0,155.0,8.0,-37.8887,145.0046
ID145575631,24 Wallace Rd,3,h,1521000.0,15/10/2016,2.0,2.0,660.0,54.0,-37.8474,145.0988
ID475867542,208/102 Wells St,2,u,600000.0,7/11/2016,2.0,1.0,0.0,24.0,-37.828,144.9683
ID432488264,3/8 Rayner St,2,t,597500.0,22/04/2017,1.0,2.0,178.0,10.0,-37.8701,144.8209
ID361075402,99 Eglinton St,4,h,1940000.0,8/04/2017,2.0,3.0,675.0,99.0,-37.7686,144.912
ID700801429,14 Paul Av,3,h,1076500.0,9/09/2017,1.0,1.0,638.0,58.0,-37.739509999999996,144.86798000000005
ID301937839,35 Myrtle Rd,4,h,3145000.0,27/11/2016,2.0,2.0,796.0,7.0,-37.8266,145.072
ID410681420,19 Davey Rd,3,h,1160000.0,27/05/2017,2.0,1.0,1125.0,64.0,-37.71541,145.11666
ID681009023,35 Angus St,3,h,591000.0,22/05/2016,1.0,1.0,557.0,54.0,-37.7079,144.9432
ID537968630,71 Victor Rd,4,h,1475000.0,18/03/2017,2.0,2.0,674.0,16.0,-37.9272,145.0786
ID578932072,24/157 Epsom Rd,3,u,825000.0,15/07/2017,2.0,2.0,2905.0,14.0,-37.782579999999996,144.91693999999995
ID177374268,1/14 Ludeman Ct,2,u,433000.0,27/06/2016,1.0,1.0,236.0,7.0,-37.6984,144.9997
ID705137721,28 Mayston St,3,h,2680000.0,27/05/2017,2.0,4.0,522.0,59.0,-37.827009999999994,145.0541
ID184651429,13 Bridge Rd,3,h,341000.0,15/07/2017,2.0,4.0,578.0,8.0,-37.71432,144.57431
ID781495190,206 Nott St,2,h,1130000.0,22/05/2016,1.0,1.0,159.0,7.0,-37.8356,144.9436
ID217524049,38 Rourke La,2,h,732000.0,18/06/2016,2.0,1.0,94.0,17.0,-37.7934,144.9166
ID599657357,2/35 Boisdale St,2,u,825000.0,13/05/2017,1.0,2.0,180.0,49.0,-37.8351,145.10299999999995
ID735626274,6 Hill St,3,h,815000.0,25/02/2017,2.0,3.0,555.0,59.0,-37.8318,144.8388
ID967692421,1/38 Lynch St,1,u,357000.0,6/08/2016,1.0,0.0,0.0,39.0,-37.7964,144.9027
ID661630383,2/26 Renown St,2,u,532500.0,18/03/2017,1.0,1.0,168.0,49.0,-37.73,144.9629
ID286340470,6 Virtue Wy,4,h,595000.0,22/07/2017,2.0,2.0,420.0,4.0,-37.59386,144.90008999999995
ID446260015,6/112 Ballantyne St,1,u,260000.0,10/09/2016,1.0,1.0,0.0,49.0,-37.7574,144.9907
ID572579785,8 Dendy St,3,h,2030000.0,28/08/2016,2.0,2.0,366.0,26.0,-37.9193,144.9898
ID773426881,4 Melba Ct,5,h,3250000.0,3/12/2016,5.0,2.0,651.0,34.0,-37.8071,145.0908
ID966587734,13/182 Albert Rd,2,u,595000.0,7/11/2016,1.0,1.0,0.0,15.0,-37.8369,144.968
ID628134323,20 Mayfield Dr,4,h,721000.0,16/09/2017,2.0,2.0,603.0,39.0,-37.673629999999996,145.06796
ID982246729,28 Garfield Av,4,h,1450000.0,23/09/2017,2.0,2.0,590.0,79.0,-37.90433,145.05163000000005
ID486368159,18A New St,2,h,1460000.0,19/08/2017,1.0,1.0,181.0,89.0,-37.8542,145.01506
ID411328562,8 Bower Wy,3,h,481000.0,9/09/2017,2.0,1.0,359.0,8.0,-37.5875,145.11883999999995
ID821683350,216/5 Alma Rd,1,u,475000.0,11/02/2017,1.0,1.0,0.0,40.0,-37.8605,144.9834
ID251696485,21 Hughes Pde,3,h,758000.0,3/09/2017,1.0,2.0,558.0,69.0,-37.69968,145.0054
ID415680891,10 Whyte St,4,h,2385000.0,27/05/2017,3.0,2.0,373.0,39.0,-37.92465,144.9992
ID448174478,3 Estelle St,3,h,1045000.0,11/02/2017,1.0,2.0,602.0,69.0,-37.8923,145.1013
ID656065500,64 Henkel St,3,h,990000.0,19/11/2016,2.0,1.0,194.0,59.0,-37.7653,144.9567
ID307726846,6 Forest St,2,h,981000.0,17/09/2016,1.0,0.0,188.0,119.0,-37.7964,144.9923
ID873740789,7 Ballantyne St,3,h,1450000.0,26/08/2017,1.0,1.0,312.0,56.0,-37.7587,144.99966
ID634542589,1/191 New St,2,u,900000.0,14/05/2016,2.0,1.0,118.0,49.0,-37.914,144.9914
ID777762736,5/18 Barkly St,1,u,346000.0,6/05/2017,1.0,1.0,678.0,59.0,-37.8585,144.983
ID944115088,133 MacEdon Rd,4,h,945000.0,18/06/2016,2.0,2.0,675.0,34.0,-37.764,145.1145
ID907911774,27 Charming St,3,h,1255000.0,13/08/2016,2.0,2.0,614.0,59.0,-37.9346,145.0302
ID630176339,57 Combarton St,6,h,2150500.0,24/06/2017,3.0,3.0,786.0,59.0,-37.826159999999994,145.12748
ID421859278,102 Graham St,3,h,2155000.0,8/04/2017,2.0,0.0,130.0,131.0,-37.8453,144.94899999999996
ID961231337,61 Mooltan St,3,h,1257000.0,13/08/2016,2.0,1.0,337.0,89.0,-37.7813,144.9371
ID145688220,133 Morell St,3,h,780000.0,3/09/2017,1.0,3.0,618.0,59.0,-37.69836,144.93891000000005
ID373938262,1/58 Coorigil Rd,2,u,605000.0,27/11/2016,1.0,1.0,0.0,46.0,-37.8956,145.0613
ID808987297,54 Pine St,3,h,793000.0,26/07/2016,1.0,2.0,589.0,69.0,-37.7195,144.9982
ID912301136,1/35 Cromwell Rd,3,h,1400000.0,25/02/2017,2.0,2.0,0.0,14.0,-37.8433,145.0001
ID884791403,30 Robb St,4,h,1900000.0,3/12/2016,1.0,2.0,733.0,89.0,-37.7587,144.91
ID279435814,39 Leamington St,4,h,885000.0,28/05/2016,2.0,2.0,508.0,69.0,-37.7129,145.0047
ID789117763,27 Charles St,2,h,1030000.0,30/07/2016,1.0,1.0,172.0,89.0,-37.8086,144.9946
ID164258720,91 Arthurton Rd,3,h,1255000.0,10/09/2016,2.0,1.0,259.0,109.0,-37.7687,144.9922
ID292917457,98 Canterbury St,2,h,1090000.0,3/09/2017,1.0,2.0,263.0,129.0,-37.781279999999995,144.92325
ID226275042,62 Donald St,3,h,1771000.0,16/09/2017,2.0,1.0,240.0,119.0,-37.8469,144.98705
ID323555629,2/3 Wonga Ct,2,t,486500.0,8/10/2016,1.0,1.0,0.0,59.0,-37.9082,145.0681
ID566669927,8 Markhill Pl,4,h,1218000.0,27/05/2017,2.0,2.0,900.0,25.0,-37.87695,145.2547
ID752190335,2/1021 Toorak Rd,2,u,590000.0,18/03/2017,1.0,1.0,0.0,49.0,-37.847,145.0672
ID734778299,18 Chandlers Rd,3,h,2250000.0,13/05/2017,2.0,2.0,192.0,9.0,-37.8654,145.0297
ID406903884,19 Tussock Gr,4,h,720000.0,27/05/2017,2.0,2.0,595.0,20.0,-37.762029999999996,144.77764
ID433502989,404/101 Bay St,2,u,550000.0,4/02/2016,1.0,1.0,0.0,7.0,-37.8408,144.94
ID389124508,21A Scotia St,3,h,1055000.0,3/12/2016,2.0,2.0,0.0,10.0,-37.7688,144.9054
ID223156927,53 Doyle St,3,h,760000.0,22/04/2017,1.0,1.0,585.0,59.0,-37.7574,144.8574
ID606491507,56 Verdon St,3,h,2910000.0,4/03/2017,3.0,2.0,515.0,29.0,-37.8609,144.8947
ID457356018,1/3 Boldrewood Pde,3,h,500000.0,8/10/2016,1.0,1.0,320.0,15.0,-37.7248,145.023
ID968515343,3 Churchill Cl,3,t,1160000.0,4/06/2016,2.0,2.0,302.0,19.0,-37.9043,145.0622
ID359459487,3/238 Cumberland Rd,2,u,496000.0,13/05/2017,1.0,1.0,136.0,59.0,-37.7218,144.9406
ID954887560,17 The Grange,4,h,2250000.0,4/03/2017,1.0,2.0,720.0,49.0,-37.8753,145.0532
ID495551197,30/188 Faraday St,2,u,589000.0,28/05/2016,1.0,1.0,0.0,20.0,-37.7986,144.9682
ID533885064,10/20 Cromwell Rd,1,u,410000.0,12/08/2017,1.0,1.0,0.0,59.0,-37.8446,145.00018
ID401933385,45 Radio St,3,h,695000.0,15/10/2016,1.0,2.0,214.0,12.0,-37.7798,144.8661
ID924162056,18 Linton St,4,h,1819000.0,3/09/2016,2.0,1.0,244.0,119.0,-37.8668,144.9928
ID982027406,9 Gray Ct,3,h,610000.0,1/07/2017,1.0,2.0,563.0,30.0,-37.7627,144.81107
ID827987466,9 Sunview Pl,4,h,950000.0,8/07/2017,4.0,2.0,603.0,12.0,-38.06788,145.33966999999996
ID908143691,2/50 Gibdon St,3,h,1100000.0,17/06/2017,2.0,2.0,1212.0,9.0,-37.82982,145.01038
